"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01180-7","A tunable bilayer Hubbard model in twisted WSe2","","","2023/08/26"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","14 理論・モデル・シミュレーション","https://doi.org/10.1038/s41565-022-01180-7","A tunable bilayer Hubbard model in twisted WSe2","","","2023/08/26"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-021-01030-y","Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles","","","2025/07/29"
"14 その他（複合材料・特殊構造体等）","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-021-01030-y","Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles","","","2025/07/29"
"7 ナノバイオ・医療・生体応用実験・評価","13 合成/プロセス/製造/スケーラビリティ等","https://doi.org/10.1038/s41565-021-01030-y","Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles","","","2025/07/29"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01095-3","Phase-change memtransistive synapses for mixed-plasticity neural computations","","","2020/02/16"
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-022-01095-3","Phase-change memtransistive synapses for mixed-plasticity neural computations","","","2020/02/16"
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01095-3","Phase-change memtransistive synapses for mixed-plasticity neural computations","","","2020/02/16"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01137-w","NAD(H)-loaded nanoparticles for efficient sepsis therapy via modulating immune and vascular homeostasis","","","2023/07/30"
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01137-w","NAD(H)-loaded nanoparticles for efficient sepsis therapy via modulating immune and vascular homeostasis","","","2023/07/30"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01137-w","NAD(H)-loaded nanoparticles for efficient sepsis therapy via modulating immune and vascular homeostasis","","","2023/07/30"
"2 デバイス・機能材料の設計・開発・動作・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-023-01348-9","DNA-framework-based multidimensional molecular classifiers for cancer diagnosis","","","2023/05/01"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01348-9","DNA-framework-based multidimensional molecular classifiers for cancer diagnosis","","","2023/05/01"
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01348-9","DNA-framework-based multidimensional molecular classifiers for cancer diagnosis","","","2023/05/01"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01695-1","The future of two-dimensional semiconductors beyond Moore’s law","","","2021/05/08"
"1 二次元材料・層状材料・グラフェン・TMDs関連","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01695-1","The future of two-dimensional semiconductors beyond Moore’s law","","","2021/05/08"
"13 レビュー・総説・動向分析・社会データ","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01695-1","The future of two-dimensional semiconductors beyond Moore’s law","","","2021/05/08"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01169-2","Identification of nucleoside monophosphates and their epigenetic modifications using an engineered nanopore","","","2020/10/25"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01169-2","Identification of nucleoside monophosphates and their epigenetic modifications using an engineered nanopore","","","2020/10/25"
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01169-2","Identification of nucleoside monophosphates and their epigenetic modifications using an engineered nanopore","","","2020/10/25"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-023-01482-4","Light management for perovskite light-emitting diodes","","","2021/11/11"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01482-4","Light management for perovskite light-emitting diodes","","","2021/11/11"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-023-01482-4","Light management for perovskite light-emitting diodes","","","2021/11/11"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01429-9","Efficient solvent- and hydrogen-free upcycling of high-density polyethylene into separable cyclic hydrocarbons","","","2022/03/24"
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-023-01429-9","Efficient solvent- and hydrogen-free upcycling of high-density polyethylene into separable cyclic hydrocarbons","","","2022/03/24"
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01429-9","Efficient solvent- and hydrogen-free upcycling of high-density polyethylene into separable cyclic hydrocarbons","","","2022/03/24"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01106-3","Endoepitaxial growth of monolayer mosaic heterostructures","","","2024/12/16"
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-022-01106-3","Endoepitaxial growth of monolayer mosaic heterostructures","","","2024/12/16"
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01106-3","Endoepitaxial growth of monolayer mosaic heterostructures","","","2024/12/16"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-022-01160-x","Stretchable colour-sensitive quantum dot nanocomposites for shape-tunable multiplexed phototransistor arrays","","","2020/04/07"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01160-x","Stretchable colour-sensitive quantum dot nanocomposites for shape-tunable multiplexed phototransistor arrays","","","2020/04/07"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01160-x","Stretchable colour-sensitive quantum dot nanocomposites for shape-tunable multiplexed phototransistor arrays","","","2020/04/07"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01177-2","A nanomaterial targeting the spike protein captures SARS-CoV-2 variants and promotes viral elimination","","","2024/03/17"
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01177-2","A nanomaterial targeting the spike protein captures SARS-CoV-2 variants and promotes viral elimination","","","2024/03/17"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01177-2","A nanomaterial targeting the spike protein captures SARS-CoV-2 variants and promotes viral elimination","","","2024/03/17"
"2 デバイス・機能材料の設計・開発・動作・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01283-1","Multi-micron crisscross structures grown from DNA-origami slats","","","2020/09/10"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01283-1","Multi-micron crisscross structures grown from DNA-origami slats","","","2020/09/10"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01283-1","Multi-micron crisscross structures grown from DNA-origami slats","","","2020/09/10"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01447-7","Investigation of the enhanced antitumour potency of STING agonist after conjugation to polymer nanoparticles","","","2021/06/28"
