"Source","Target","論文ID","論文タイトル","所属1","所属2"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01266-2","Targeting Xkr8 via nanoparticle-mediated in situ co-delivery of siRNA and chemotherapy drugs for cancer immunochemotherapy","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01266-2","Targeting Xkr8 via nanoparticle-mediated in situ co-delivery of siRNA and chemotherapy drugs for cancer immunochemotherapy","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01284-0","Machine learning for nanoplasmonics","",""
"4 金属・合金・ナノ粒子・触媒材料","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-022-01284-0","Machine learning for nanoplasmonics","",""
"6 シミュレーション・理論・データ駆動型手法","12 計算・情報処理・AI・量子情報","https://doi.org/10.1038/s41565-022-01284-0","Machine learning for nanoplasmonics","",""
"2 デバイス・機能材料の設計・開発・動作・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-023-01523-y","Ceria-vesicle nanohybrid therapeutic for modulation of innate and adaptive immunity in a collagen-induced arthritis model","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01523-y","Ceria-vesicle nanohybrid therapeutic for modulation of innate and adaptive immunity in a collagen-induced arthritis model","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01523-y","Ceria-vesicle nanohybrid therapeutic for modulation of innate and adaptive immunity in a collagen-induced arthritis model","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01277-z","Efficient electrocatalytic valorization of chlorinated organic water pollutant to ethylene","",""
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-022-01277-z","Efficient electrocatalytic valorization of chlorinated organic water pollutant to ethylene","",""
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-022-01277-z","Efficient electrocatalytic valorization of chlorinated organic water pollutant to ethylene","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-023-01372-9","CRISPR-Cas-amplified urinary biomarkers for multiplexed and portable cancer diagnostics","",""
"6 リポソーム・LNP・バイオナノ材料","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-023-01372-9","CRISPR-Cas-amplified urinary biomarkers for multiplexed and portable cancer diagnostics","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01372-9","CRISPR-Cas-amplified urinary biomarkers for multiplexed and portable cancer diagnostics","",""
"2 デバイス・機能材料の設計・開発・動作・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-022-01273-3","Unravelling the convoluted and dynamic interphasial mechanisms on Li metal anodes","",""
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01273-3","Unravelling the convoluted and dynamic interphasial mechanisms on Li metal anodes","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01273-3","Unravelling the convoluted and dynamic interphasial mechanisms on Li metal anodes","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01261-7","Targeting the activity of T cells by membrane surface redox regulation for cancer theranostics","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01261-7","Targeting the activity of T cells by membrane surface redox regulation for cancer theranostics","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01261-7","Targeting the activity of T cells by membrane surface redox regulation for cancer theranostics","",""
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01296-w","A nanoadjuvant that dynamically coordinates innate immune stimuli activation enhances cancer immunotherapy and reduces immune cell exhaustion","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01296-w","A nanoadjuvant that dynamically coordinates innate immune stimuli activation enhances cancer immunotherapy and reduces immune cell exhaustion","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01296-w","A nanoadjuvant that dynamically coordinates innate immune stimuli activation enhances cancer immunotherapy and reduces immune cell exhaustion","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01323-4","Machine-learning-assisted single-vessel analysis of nanoparticle permeability in tumour vasculatures","",""
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01323-4","Machine-learning-assisted single-vessel analysis of nanoparticle permeability in tumour vasculatures","",""
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01323-4","Machine-learning-assisted single-vessel analysis of nanoparticle permeability in tumour vasculatures","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01498-w","Breaking through the basement membrane barrier to improve nanotherapeutic delivery to tumours","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01498-w","Breaking through the basement membrane barrier to improve nanotherapeutic delivery to tumours","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01498-w","Breaking through the basement membrane barrier to improve nanotherapeutic delivery to tumours","",""
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01577-y","Urease-powered nanobots for radionuclide bladder cancer therapy","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01577-y","Urease-powered nanobots for radionuclide bladder cancer therapy","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01577-y","Urease-powered nanobots for radionuclide bladder cancer therapy","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01105-4","Performance descriptors of nanostructured metal catalysts for acetylene hydrochlorination","",""
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01105-4","Performance descriptors of nanostructured metal catalysts for acetylene hydrochlorination","",""
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-022-01105-4","Performance descriptors of nanostructured metal catalysts for acetylene hydrochlorination","",""
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-023-01548-3","Combinatorial development of nebulized mRNA delivery formulations for the lungs","",""
"6 リポソーム・LNP・バイオナノ材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01548-3","Combinatorial development of nebulized mRNA delivery formulations for the lungs","",""
"10 マルチモーダル・複合的解析・統合手法","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01548-3","Combinatorial development of nebulized mRNA delivery formulations for the lungs","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01060-6","Graphene moiré superlattices with giant quantum nonlinearity of chiral Bloch electrons","",""
